audio,phonemes,ipa
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MVJH0/SX296.WAV,h# dh ax tcl t uw q aa r dx ix s ix kcl k s tcl ch ey n jh ao dx axr gcl g r ae f s h#, ð ə t̚ t u ʔ ɑ ɹ ɾ ɨ s ɨ k̚ k s t̚ tʃ eɪ n dʒ ɔ ɾ ɚ ɡ̚ ɡ ɹ æ f s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SI454.WAV,h# ix f y ux dcl d ih s sh r oy kcl k aa f ax nx ix s ix n bcl b ae ng kcl k s pau y ix dcl d ux s ah m th ix ng tcl t ux dh iy kcl k aa n ix m iy hv iy s eh dcl h#, ɨ f j ʉ d̚ d ɪ s ʃ ɹ ɔɪ k̚ k ɑ f ə ɾ̃ ɨ s ɨ n b̚ b æ ŋ k̚ k s  j ɨ d̚ d ʉ s ʌ m θ ɨ ŋ t̚ t ʉ ð i k̚ k ɑ n ɨ m i ɦ i s ɛ d̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SI2283.WAV,h# eh n ux z ay dx ix m z ax m ae n ax z l eh s aa f ax n sh aa dx ih n ax bcl b aa dx iy q axr hv eh dcl d pau dh ix n ih n ax s ah bcl b axr bcl b z h#, ɛ n ʉ z aɪ ɾ ɨ m z ə m æ n ə z l ɛ s ɑ f ə n ʃ ɑ ɾ ɪ n ə b̚ b ɑ ɾ i ʔ ɚ ɦ ɛ d̚ d  ð ɨ n ɪ n ə s ʌ b̚ b ɚ b̚ b z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SI1023.WAV,h# s ah tcl ch ix n ae nx ax m ax l w ax s eh dcl d ix bcl b iy m iy l iy n ow z dcl d h#, s ʌ t̚ tʃ ɨ n æ ɾ̃ ə m ə l w ə s ɛ d̚ d ɨ b̚ b i m i l i n oʊ z d̚ d 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SX33.WAV,h# k ow kcl k ix n ah tcl k r iy m pcl p ay m ey kcl k s ix n ay s dcl d ix z er tcl h#, k oʊ k̚ k ɨ n ʌ t̚ k ɹ i m p̚ p aɪ m eɪ k̚ k s ɨ n aɪ s d̚ d ɨ z ɝ t̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SX393.WAV,h# sh iy ux z ix z bcl b ow th epi n ey m z ih nx er tcl ch ey n dcl jh ix bcl b l iy h#, ʃ i ʉ z ɨ z b̚ b oʊ θ  n eɪ m z ɪ ɾ̃ ɝ t̚ tʃ eɪ n d̚ dʒ ɨ b̚ b l i 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SX123.WAV,h# ax s kcl k r ux dcl d r ay v er z epi m ey dcl f axr m epi v aa dcl d kcl k ih n ao r n dcl jh dcl jh ux s h#, ə s k̚ k ɹ ʉ d̚ d ɹ aɪ v ɝ z  m eɪ d̚ f ɚ m  v ɑ d̚ d k̚ k ɪ n ɔ ɹ n d̚ dʒ d̚ dʒ ʉ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SX213.WAV,h# dh ih n ux z ey zh ix n tcl s ih hv ay er dcl d ih gcl g r ey tcl jh er nx ax l ax s tcl t h#, ð ɪ n ʉ z eɪ ʒ ɨ n t̚ s ɪ ɦ aɪ ɝ d̚ d ɪ ɡ̚ ɡ ɹ eɪ t̚ dʒ ɝ ɾ̃ ə l ə s t̚ t 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MTKP0/SX303.WAV,h# dh ih bcl b l ux dcl jh ey f l uw ow v ax dh aa hv ay bcl b ih l dcl d ix ng h#, ð ɪ b̚ b l ʉ d̚ dʒ eɪ f l u oʊ v ə ð ɑ ɦ aɪ b̚ b ɪ l d̚ d ɨ ŋ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SI651.WAV,h# f aa r m ao r f r iy kcl k w ax n q l iy q ow v axr iy dx iy ng ix z axr iy z ah l ax v ax s ay kcl k ax l aa zh ix kcl k el kcl k em pcl p el sh en h#, f ɑ ɹ m ɔ ɹ f ɹ i k̚ k w ə n ʔ l i ʔ oʊ v ɚ i ɾ i ŋ ɨ z ɚ i z ʌ l ə v ə s aɪ k̚ k ə l ɑ ʒ ɨ k̚ k l̩ k̚ k m̩ p̚ p l̩ ʃ n̩ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SX201.WAV,h# hh ax pcl p r ow tcl ch axr ih n axr v y ux w ix s tcl t ae tcl ch ux eh s kcl k em pcl p ow zh axr h#, h ə p̚ p ɹ oʊ t̚ tʃ ɚ ɪ n ɚ v j ʉ w ɨ s t̚ t æ t̚ tʃ ʉ ɛ s k̚ k m̩ p̚ p oʊ ʒ ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SX381.WAV,h# w uw w ah l kcl k em eh n iy n ux s tcl t ux dcl en t s iy tcl ch y ix axr h#, w u w ʌ l k̚ k m̩ ɛ n i n ʉ s t̚ t ʉ d̚ n̩ t s i t̚ tʃ j ɨ ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SX291.WAV,h# dh iy ae v ax l ae n ch tcl t r ih gcl axr dx ax m ay nx axr er th kcl k w ey kcl k h#, ð i æ v ə l æ n tʃ t̚ t ɹ ɪ ɡ̚ ɚ ɾ ə m aɪ ɾ̃ ɚ ɝ θ k̚ k w eɪ k̚ k 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SI1281.WAV,h# dh ax s ey m sh eh l dx axr kcl k uh dcl b iy bcl b ix l ix n tcl t uw ix n ix m bcl b ey ng kcl m ax nx ao bcl b ax l ow gcl g r aw n dcl l eh v el h#, ð ə s eɪ m ʃ ɛ l ɾ ɚ k̚ k ʊ d̚ b i b̚ b ɨ l ɨ n t̚ t u ɨ n ɨ m b̚ b eɪ ŋ k̚ m ə ɾ̃ ɔ b̚ b ə l oʊ ɡ̚ ɡ ɹ aʊ n d̚ l ɛ v l̩ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SX111.WAV,h# hh ix s ah dcl en dcl d iy pcl p aa r ch axr sh aa kcl dh ix kcl k ae s tcl t h#, h ɨ s ʌ d̚ n̩ d̚ d i p̚ p ɑ ɹ tʃ ɚ ʃ ɑ k̚ ð ɨ k̚ k æ s t̚ t 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SI1911.WAV,h# t eh n y ih r z ix gcl g ow dh ey bcl b l uw ah pcl p s ah m ah v aa r dcl d ih tcl ch ix s h#, t ɛ n j ɪ ɹ z ɨ ɡ̚ ɡ oʊ ð eɪ b̚ b l u ʌ p̚ p s ʌ m ʌ v ɑ ɹ d̚ d ɪ t̚ tʃ ɨ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MBEF0/SX21.WAV,h# aa l f ae l f ah ix z hh eh l th iy f ao y ix h#, ɑ l f æ l f ʌ ɨ z h ɛ l θ i f ɔ j ɨ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SX59.WAV,h# dh ix s ih ng er z f ih ng g er hv ae dx ax s pcl p l ih n d er h#, ð ɨ s ɪ ŋ ɝ z f ɪ ŋ ɡ ɝ ɦ æ ɾ ə s p̚ p l ɪ n d ɝ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SX239.WAV,h# p y er ey s ah m f r ux tcl b ax f ao r pcl p axr pcl p eh r ix ng dh ix s kcl k y uw axr z h#, p j ɝ eɪ s ʌ m f ɹ ʉ t̚ b ə f ɔ ɹ p̚ p ɚ p̚ p ɛ ɹ ɨ ŋ ð ɨ s k̚ k j u ɚ z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SI1277.WAV,h# s ow w uh dcl d r ey dx aa r pcl p ih kcl k ix tcl sh ih pcl s h#, s oʊ w ʊ d̚ d ɹ eɪ ɾ ɑ ɹ p̚ p ɪ k̚ k ɨ t̚ ʃ ɪ p̚ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SX149.WAV,h# w el w ey dx iy ng f ao r tcl ch ih pcl p er sh iy kcl k r ih s kcl k r ao s dh ax s kcl k w eh er m eh nx iy tcl t ay m z h#, w l̩ w eɪ ɾ i ŋ f ɔ ɹ t̚ tʃ ɪ p̚ p ɝ ʃ i k̚ k ɹ ɪ s k̚ k ɹ ɔ s ð ə s k̚ k w ɛ ɝ m ɛ ɾ̃ i t̚ t aɪ m z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SX419.WAV,h# dh ax f uh tcl b ao l tcl t iy m kcl k ow tcl ch hh ae z ax w aa tcl ch th ih n eh z ax dcl d ay m h#, ð ə f ʊ t̚ b ɔ l t̚ t i m k̚ k oʊ t̚ tʃ h æ z ə w ɑ t̚ tʃ θ ɪ n ɛ z ə d̚ d aɪ m 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SI1769.WAV,h# s ax-h pcl p ow zh ux tcl t eh l m iy dh ax r ih l r iy z en hh iy dcl d r ao l dcl h#, s ə̥ p̚ p oʊ ʒ ʉ t̚ t ɛ l m i ð ə ɹ ɪ l ɹ i z n̩ h i d̚ d ɹ ɔ l d̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SX329.WAV,h# ch ih pcl p ow s pcl p ow n ae l ax m ow nx ih pcl p ey m ix n tcl s en tcl t ih l dh el l ey dx ix s pcl p aa s bcl b el dcl d ey tcl h#, tʃ ɪ p̚ p oʊ s p̚ p oʊ n æ l ə m oʊ ɾ̃ ɪ p̚ p eɪ m ɨ n t̚ s n̩ t̚ t ɪ l ð l̩ l eɪ ɾ ɨ s p̚ p ɑ s b̚ b l̩ d̚ d eɪ t̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MJJB0/SI1139.WAV,h# ih n tcl t ay m sh iy pcl p axr z eh n s er ax r ih s tcl t ix kcl k r ae dx ix kcl k hh ah z bcl b ix n w ax dh ix kcl k ow l bcl b l ae kcl ch ay l dcl d h#, ɪ n t̚ t aɪ m ʃ i p̚ p ɚ z ɛ n s ɝ ə ɹ ɪ s t̚ t ɨ k̚ k ɹ æ ɾ ɨ k̚ k h ʌ z b̚ b ɨ n w ə ð ɨ k̚ k oʊ l b̚ b l æ k̚ tʃ aɪ l d̚ d 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SX69.WAV,h# q iy q y axr r ey z ix n z pau q aw tcl d ao r z pau q aa n dh ax pcl p ao r tcl ch s tcl t eh pcl p s h#, ʔ i ʔ j ɚ ɹ eɪ z ɨ n z  ʔ aʊ t̚ d ɔ ɹ z  ʔ ɑ n ð ə p̚ p ɔ ɹ t̚ tʃ s t̚ t ɛ p̚ p s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SI969.WAV,h# w ah tcl t hv eh dcl b ih n dh iy eh m bcl b ae s ax dx axr s epi w iy tcl pau w ax z epi n aw dcl jh ae gcl g ix dcl w ao l z pau q ax v bcl b l ae kcl k ix n dcl b r ih kcl k h#, w ʌ t̚ t ɦ ɛ d̚ b ɪ n ð i ɛ m b̚ b æ s ə ɾ ɚ s  w i t̚  w ə z  n aʊ d̚ dʒ æ ɡ̚ ɡ ɨ d̚ w ɔ l z  ʔ ə v b̚ b l æ k̚ k ɨ n d̚ b ɹ ɪ k̚ k 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SX249.WAV,h# q ay q ey tcl q eh v r iy q oy s tcl t axr q ao n ao r ax z pcl p l ey tcl h#, ʔ aɪ ʔ eɪ t̚ ʔ ɛ v ɹ i ʔ ɔɪ s t̚ t ɚ ʔ ɔ n ɔ ɹ ə z p̚ p l eɪ t̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SI1599.WAV,h# dh ey m uw v dcl t ao r dcl dh ax s kcl k ih f s pau w ix th sh aa kcl k ix ng q iy gcl g axr n eh s pau eh l bcl b ow ix ng eh n sh ah v eh ng h#, ð eɪ m u v d̚ t ɔ ɹ d̚ ð ə s k̚ k ɪ f s  w ɨ θ ʃ ɑ k̚ k ɨ ŋ ʔ i ɡ̚ ɡ ɚ n ɛ s  ɛ l b̚ b oʊ ɨ ŋ ɛ n ʃ ʌ v ɛ ŋ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SX429.WAV,h# q ey tcl t ux th pcl p ey s tcl t ux bcl b ix sh uh dcl b iy s kcl k w iy z dcl d f r ah m dh ax bcl b aa dx ax m h#, ʔ eɪ t̚ t ʉ θ p̚ p eɪ s t̚ t ʉ b̚ b ɨ ʃ ʊ d̚ b i s k̚ k w i z d̚ d f ɹ ʌ m ð ə b̚ b ɑ ɾ ə m 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SX339.WAV,h# d ih dcl sh ao n kcl k ae tcl ch epi dh ae tcl b ih gcl g ux s w ax th aw q hv eh l pcl h#, d ɪ d̚ ʃ ɔ n k̚ k æ t̚ tʃ  ð æ t̚ b ɪ ɡ̚ ɡ ʉ s w ə θ aʊ ʔ ɦ ɛ l p̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SI2229.WAV,h# hh aw z y axr s ah n bcl b er n aw h#, h aʊ z j ɚ s ʌ n b̚ b ɝ n aʊ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MREH1/SX159.WAV,h# dh ix gcl g ah v er m ix n tcl s ao tcl ao th axr ix z ey sh ix n q ah v hh ix s ih dx ix s en sh ih pcl h#, ð ɨ ɡ̚ ɡ ʌ v ɝ m ɨ n t̚ s ɔ t̚ ɔ θ ɚ ɨ z eɪ ʃ ɨ n ʔ ʌ v h ɨ s ɪ ɾ ɨ s n̩ ʃ ɪ p̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SI1762.WAV,h# q ih f sh ih m ux v dcl d gcl g r ey s f ax l iy pau sh ih w ih z kcl k l ah m z iy ae dx ih tcl h#, ʔ ɪ f ʃ ɪ m ʉ v d̚ d ɡ̚ ɡ ɹ eɪ s f ə l i  ʃ ɪ w ɪ z k̚ k l ʌ m z i æ ɾ ɪ t̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SX52.WAV,h# hh axr kcl k l ae s ax-h kcl k el pcl p axr f ao r m ix n tcl s gcl g ey n dcl d kcl k r ih dx ih kcl k el ah kcl k l ey m h#, h ɚ k̚ k l æ s ə̥ k̚ k l̩ p̚ p ɚ f ɔ ɹ m ɨ n t̚ s ɡ̚ ɡ eɪ n d̚ d k̚ k ɹ ɪ ɾ ɪ k̚ k l̩ ʌ k̚ k l eɪ m 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SI502.WAV,h# q ae n jh ux th ih ng kcl k y ux hv ae v l ae ng w ih dcl jh pcl p r aa bcl l em epi s h#, ʔ æ n dʒ ʉ θ ɪ ŋ k̚ k j ʉ ɦ æ v l æ ŋ w ɪ d̚ dʒ p̚ p ɹ ɑ b̚ l m̩  s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SX322.WAV,h# q ah l eh dh er hv ae n bcl b ey gcl g w ix dcl b iy ix s ux dx ax bcl b el gcl g ih f tcl t h#, ʔ ʌ l ɛ ð ɝ ɦ æ n b̚ b eɪ ɡ̚ ɡ w ɨ d̚ b i ɨ s ʉ ɾ ə b̚ b l̩ ɡ̚ ɡ ɪ f t̚ t 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SX412.WAV,h# g w eh n pcl p l ae n dcl d ih dcl g r iy n bcl b iy n z ix n axr v eh dcl jh tcl t ax bcl b el gcl g aa r dcl en h#, ɡ w ɛ n p̚ p l æ n d̚ d ɪ d̚ ɡ ɹ i n b̚ b i n z ɨ n ɚ v ɛ d̚ dʒ t̚ t ə b̚ b l̩ ɡ̚ ɡ ɑ ɹ d̚ n̩ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SX142.WAV,h# hh w ih tcl ch l ao ng q aa r dx ix kcl k ax l w ah z ow pcl p ey kcl k q ae n iy dx ix dcl d kcl k l eh r f ix kcl k ey sh epi en h#, h w ɪ t̚ tʃ l ɔ ŋ ʔ ɑ ɹ ɾ ɨ k̚ k ə l w ʌ z oʊ p̚ p eɪ k̚ k ʔ æ n i ɾ ɨ d̚ d k̚ k l ɛ ɹ f ɨ k̚ k eɪ ʃ  n̩ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SX232.WAV,h# hh ih z f eh l y er tcl t ix q ow pcl p ax n dh ax s tcl t ao r bcl b ay q ey tcl pau k ao s tcl t ih m ih z dcl jh aa bcl h#, h ɪ z f ɛ l j ɝ t̚ t ɨ ʔ oʊ p̚ p ə n ð ə s t̚ t ɔ ɹ b̚ b aɪ ʔ eɪ t̚  k ɔ s t̚ t ɪ m ɪ z d̚ dʒ ɑ b̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MFMC0/SI1132.WAV,h# n ow ah m aw n tcl t ah v bcl b ae l iy hv ux w el kcl k ah v er ah pcl dh ix s ao r dx ix dcl d f ae kcl k s h#, n oʊ ʌ m aʊ n t̚ t ʌ v b̚ b æ l i ɦ ʉ w l̩ k̚ k ʌ v ɝ ʌ p̚ ð ɨ s ɔ ɹ ɾ ɨ d̚ d f æ k̚ k s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SX120.WAV,h# dh ix kcl k ay ow tcl pau b aa bcl k ae tcl q ix n ax hv ay iy n ah pau q aa r w ay l dcl d q ae n ax m el epi s h#, ð ɨ k̚ k aɪ oʊ t̚  b ɑ b̚ k æ t̚ ʔ ɨ n ə ɦ aɪ i n ʌ  ʔ ɑ ɹ w aɪ l d̚ d ʔ æ n ə m l̩  s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SX300.WAV,h# q ah m iy bcl b uh z tcl ch ey n dcl sh ey pcl k aa n tcl s tcl t en tcl t l iy h#, ʔ ʌ m i b̚ b ʊ z t̚ tʃ eɪ n d̚ ʃ eɪ p̚ k ɑ n t̚ s t̚ t n̩ t̚ t l i 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SX210.WAV,h# jh eh f s tcl t oy gcl g ow kcl k aa r tcl n eh v er w er kcl t h#, dʒ ɛ f s t̚ t ɔɪ ɡ̚ ɡ oʊ k̚ k ɑ ɹ t̚ n ɛ v ɝ w ɝ k̚ t 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SI1020.WAV,h# dh ax kcl k aw bcl b oy kcl k ao l dcl dh ih s bcl b r iy dx ix v kcl k ae dx el m ae gcl p ay epi s h#, ð ə k̚ k aʊ b̚ b ɔɪ k̚ k ɔ l d̚ ð ɪ s b̚ b ɹ i ɾ ɨ v k̚ k æ ɾ l̩ m æ ɡ̚ p aɪ  s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SX30.WAV,h# g eh tcl t q ah kcl k ae l ix kcl k ow kcl k ae tcl t ix kcl k iy pcl p h#, ɡ ɛ t̚ t ʔ ʌ k̚ k æ l ɨ k̚ k oʊ k̚ k æ t̚ t ɨ k̚ k i p̚ p 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SX390.WAV,h# hh ix pcl p ih kcl t ah pcl n ay n pcl p eh r z ax v s aa kcl k s f axr q iy tcl ch bcl b r ah dh axr h#, h ɨ p̚ p ɪ k̚ t ʌ p̚ n aɪ n p̚ p ɛ ɹ z ə v s ɑ k̚ k s f ɚ ʔ i t̚ tʃ b̚ b ɹ ʌ ð ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SI1413.WAV,h# q ih n m ow s tcl d ix s kcl k ah sh ix n z ah v dh ih s f ax n aa m ax n aa n pau dh ax f ih gcl g y er z axr s ax bcl s tcl t ae n tcl sh el iy ix n f l ey dcl d ix dcl d h#, ʔ ɪ n m oʊ s t̚ d ɨ s k̚ k ʌ ʃ ɨ n z ʌ v ð ɪ s f ə n ɑ m ə n ɑ n  ð ə f ɪ ɡ̚ ɡ j ɝ z ɚ s ə b̚ s t̚ t æ n t̚ ʃ l̩ i ɨ n f l eɪ d̚ d ɨ d̚ d 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MRJB1/SI2021.WAV,h# dh eh n hv iy w uh dcl d r ih l ay z dh ey w er r ih l iy epi th ih ng z dh eh tcl q ow n l iy hh iy hv ih m s eh l f kcl k uh dcl th ih ng kcl k h#, ð ɛ n ɦ i w ʊ d̚ d ɹ ɪ l aɪ z ð eɪ w ɝ ɹ ɪ l i  θ ɪ ŋ z ð ɛ t̚ ʔ oʊ n l i h i ɦ ɪ m s ɛ l f k̚ k ʊ d̚ θ ɪ ŋ k̚ k 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SX356.WAV,h# d ay ae n m ey s pcl p l er dcl jh ix n bcl b ay ix tcl t er kcl k oy z n eh kcl k l ix s h#, d aɪ æ n m eɪ s p̚ p l ɝ d̚ dʒ ɨ n b̚ b aɪ ɨ t̚ t ɝ k̚ k ɔɪ z n ɛ k̚ k l ɨ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SX176.WAV,h# b ay ix ng ah th er axr bcl b r eh dcl d hv ao r s r axr kcl k w ay axr z q ih n tcl t ux w ih sh ix n q eh n eh kcl k s pcl p axr tcl t iy s h#, b aɪ ɨ ŋ ʌ θ ɝ ɚ b̚ b ɹ ɛ d̚ d ɦ ɔ ɹ s ɹ ɚ k̚ k w aɪ ɚ z ʔ ɪ n t̚ t ʉ w ɪ ʃ ɨ n ʔ ɛ n ɛ k̚ k s p̚ p ɚ t̚ t i s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SX266.WAV,h# w ix dh dcl d r ao q ow n l iy ix z epi m ah tcl ch epi m ah nx iy ix z ux n iy dcl h#, w ɨ ð d̚ d ɹ ɔ ʔ oʊ n l i ɨ z  m ʌ t̚ tʃ  m ʌ ɾ̃ i ɨ z ʉ n i d̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SI2017.WAV,h# l eh tcl t s hh ow pcl p w ix kcl k ah m tcl t uw ix s ey f axr pcl p l ey s h#, l ɛ t̚ t s h oʊ p̚ p w ɨ k̚ k ʌ m t̚ t u ɨ s eɪ f ɚ p̚ p l eɪ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SI806.WAV,h# y ux n iy dx ae n s er z tcl t ax f ao r em pcl p ao r q en tcl k w eh sh tcl ch ix n z h#, j ʉ n i ɾ æ n s ɝ z t̚ t ə f ɔ ɹ m̩ p̚ p ɔ ɹ ʔ n̩ t̚ k w ɛ ʃ t̚ tʃ ɨ n z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SX86.WAV,h# hh s pcl p ae nx ih kcl k aa s tcl t ux m z axr kcl k w ay tcl k ah l axr f el h#, h s p̚ p æ ɾ̃ ɪ k̚ k ɑ s t̚ t ʉ m z ɚ k̚ k w aɪ t̚ k ʌ l ɚ f l̩ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SX446.WAV,h# t aa m ih s th ih ng kcl k s ax l aa r dcl jh axr kcl k l ae m pcl s ao l v z dh pcl p r aa bcl b l ax m h#, t ɑ m ɪ s θ ɪ ŋ k̚ k s ə l ɑ ɹ d̚ dʒ ɚ k̚ k l æ m p̚ s ɔ l v z ð p̚ p ɹ ɑ b̚ b l ə m 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/MWDK0/SI1436.WAV,h# b ah dx ix q m ah s tcl b iy r axr m eh m bcl b axr dcl dh ih tcl dh ax pcl p l ae n sh ix dcl n aa tcl b iy q ao r iy eh n ih dcl jh iy ix gcl g r ae f ix kcl k l ix h#, b ʌ ɾ ɨ ʔ m ʌ s t̚ b i ɹ ɚ m ɛ m b̚ b ɚ d̚ ð ɪ t̚ ð ə p̚ p l æ n ʃ ɨ d̚ n ɑ t̚ b i ʔ ɔ ɹ i ɛ n ɪ d̚ dʒ i ɨ ɡ̚ ɡ ɹ æ f ɨ k̚ k l ɨ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/FGRW0/SI1152.WAV,h# y ux kcl k uh dcl d aa s ow s ey dh ae q ih n dh iy z pcl p ae m f l eh tcl s q ih z ax r ix l iy v ih ng kcl k w aa l ax tcl t iy q ax v m ix tcl ch er ix tcl t iy h#, j ʉ k̚ k ʊ d̚ d ɑ s oʊ s eɪ ð æ ʔ ɪ n ð i z p̚ p æ m f l ɛ t̚ s ʔ ɪ z ə ɹ ɨ l i v ɪ ŋ k̚ k w ɑ l ə t̚ t i ʔ ə v m ɨ t̚ tʃ ɝ ɨ t̚ t i 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/FGRW0/SX72.WAV,h# s pcl p r ih ng s tcl t r iy q ih s tcl t r ey tcl t ix hv eh dcl d h#, s p̚ p ɹ ɪ ŋ s t̚ t ɹ i ʔ ɪ s t̚ t ɹ eɪ t̚ t ɨ ɦ ɛ d̚ d 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/FGRW0/SX252.WAV,h# dh ix gcl g ao r dcl jh ix s bcl b ah dx axr f l ay q ey dx ax l aa dx ax v n eh kcl t axr h#, ð ɨ ɡ̚ ɡ ɔ ɹ d̚ dʒ ɨ s b̚ b ʌ ɾ ɚ f l aɪ ʔ eɪ ɾ ə l ɑ ɾ ə v n ɛ k̚ t ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/FGRW0/SI1782.WAV,h# dh eh r axr z ix th ih kcl k pau s kcl k w aa sh iy kcl k r ae kcl k q ix v f ih s tcl t ao n f l eh sh h#, ð ɛ ɹ ɚ z ɨ θ ɪ k̚ k  s k̚ k w ɑ ʃ i k̚ k ɹ æ k̚ k ʔ ɨ v f ɪ s t̚ t ɔ n f l ɛ ʃ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/FGRW0/SX342.WAV,h# t ey kcl ch aa r dcl jh q ax v tcl ch ux z iy ng hv er bcl b r ay dcl s m ey dcl z gcl g aw n z h#, t eɪ k̚ tʃ ɑ ɹ d̚ dʒ ʔ ə v t̚ tʃ ʉ z i ŋ ɦ ɝ b̚ b ɹ aɪ d̚ s m eɪ d̚ z ɡ̚ ɡ aʊ n z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR3/FGRW0/SX432.WAV,h# k aa f iy q ih z gcl g r ow n q ao n s tcl t iy pcl jh ah ng gcl g el l ay kcl s l ow pcl p s q ih n tcl t eh m pcl p er ix q z ow n z h#, k ɑ f i ʔ ɪ z ɡ̚ ɡ ɹ oʊ n ʔ ɔ n s t̚ t i p̚ dʒ ʌ ŋ ɡ̚ ɡ l̩ l aɪ k̚ s l oʊ p̚ p s ʔ ɪ n t̚ t ɛ m p̚ p ɝ ɨ ʔ z oʊ n z 
