audio,phonemes,ipa
arabic_speech_corpus/wav/ARA NORM  1702.wav,sil D AA' s b a r a sil w a t A D AA' ss a r a sil w a t I0 D AA S UU0' D I1 n sil w a s A' DD I1 n sil t a s a' rr U0 D AA sil, dˤ ɑ s b a r a  w a t ɑ dˤ ɑ s a r a  w a t i dˤ ɑ sˤ u dˤ ɪ n  w a s ɑ dˤ ɪ n  t a s a r o̞ dˤ ɑ 
arabic_speech_corpus/wav/ARA NORM  0660.wav,sil w a m u0 n A' ZZ I0 m u1 n l aa s i0 l k ii0' y u1 n l I0 D A r a b aa' t i0 l q A' l b i0 sil, w a m u n ɑ ðˤ i m o̞ n l ɑ s i l k i j o̞ n l i dˤ ɑ r a b ɑ t i l q ɑ l b i 
arabic_speech_corpus/wav/ARA NORM  1303.wav,sil t a ^^ i0 s a' ww a r a sil w a t a ^^ i0' s a r a sil w a t u0' ^^ i0 s a sil t a s i0' ^^ i0 sil, t a θ i s a w a r a  w a t a θ i s a r a  w a t u θ i s a  t a s i θ i 
arabic_speech_corpus/wav/ARA NORM  0483.wav,sil w a b a' d a l a n m i0' n * aa' l i0 k a y u0' m k i0 n u0 l < i0 k t i0 f aa' < u0 sil b i0 b a' E ^ i0 rr a s aa' < i0 l i0 l q A S II0' r a t i0 sil, w a b a d a l a n m i n ð ɑ l i k a j u m k i n u l ʔ i k t i f ɑ ʔ u  b i b a ʕ θ i r a s ɑ ʔ i l i l q ɑ sˤ ɪ r a t i 
arabic_speech_corpus/wav/ARA NORM  0122.wav,sil w a r a' b A T A b a' H ^ u1 n s aa' b I0 q U1 n b a' y n a t a b AA' T U0 < i0 r t i0 f aa' E i0 l H a r aa' r a t i0 w a E a w aa' m i0 l a m i0' n h aa sil t a r aa' j u0 E u0 TT AA' q A t I0 nn aa t i0' j a t i0 m i0' n a $$ a' m s i0 w a t a r aa' k u0 m u0 h a w aa' < i1 n m u0 l a' ww a ^ i1 n f i0 l j a' ww i0 y a' H j u0 b u0 < a $ i0 EE a' t a h a sil, w a r a b ɑ t ɑ b a ħ θ o̞ n s ɑ b i q o̞ n b a j n a t a b ɑ t o̞ ʔ i r t i f ɑ ʕ i l ħ a r ɑ r a t i w a ʕ a w ɑ m i l a m i n h ɑ  t a r ɑ ʒ u ʕ u t ɑ q ɑ t i n ɑ t i ʒ a t i m i n a ʃ a m s i w a t a r ɑ k u m u h a w ɑ ʔ ɪ n m u l a w a θ ɪ n f i l ʒ a w i j a ħ ʒ u b u ʔ a ʃ i ʕ a t a h a 
arabic_speech_corpus/wav/ARA NORM  0705.wav,sil t a bb AA S A' ww a r a sil w a t a bb AA' S A r a sil w a t u0 bb AA' S A sil t A S A' bb a sil, t a b ɑ sˤ ɑ w a r a  w a t a b ɑ sˤ ɑ r a  w a t u b ɑ sˤ ɑ  t ɑ sˤ ɑ b a 
arabic_speech_corpus/wav/ARA NORM  0271.wav,sil f A T A l a' b a h a l f a r aa E i0' n a t u0 l i0 zz ii0' n a t i0 w a tt a b a' rr u0 k i0 w a l E i0 l aa' j i0 sil, f ɑ t ɑ l a b a h a l f a r ɑ ʕ i n a t u l i z i n a t i w a t a b a r u k i w a l ʕ i l ɑ ʒ i 
arabic_speech_corpus/wav/ARA NORM  0329.wav,sil < i0 f t u0' t i0 H a b i0 H U0 D UU0' r i0 w a' f d i1 n m i0' n a ss a f aa' r a t i0 l < ii0 T AA l ii0' y a t i0 w a l < i0 tt i0 H aa' d i0 l < uu0 r uu0 bb ii0' y i0 sil w a t a t a w AA' S A l u0 f a E aa l ii0 y aa' t u0 h u0 ^ a l aa' ^ a t a < a' $ h u0 r i1 n sil, ʔ i f t u t i ħ a b i ħ o̞ dˤ u r i w a f d ɪ n m i n a s a f ɑ r a t i l ʔ i t ɑ l i j a t i w a l ʔ i t i ħ ɑ d i l ʔ u r u b i j i  w a t a t a w ɑ sˤ ɑ l u f a ʕ ɑ l i j ɑ t u h u θ a l ɑ θ a t a ʔ a ʃ h u r ɪ n 
arabic_speech_corpus/wav/ARA NORM  1654.wav,sil d u0' s b a r a sil w a t a d u0' ss a r a sil w a t i0 d U0 S uu0' d i1 n sil w a s a' dd i1 n sil t a s a' rr u0 d u0 sil, d u s b a r a  w a t a d u s a r a  w a t i d o̞ sˤ u d ɪ n  w a s a d ɪ n  t a s a r u d u 
arabic_speech_corpus/wav/ARA NORM  0865.wav,sil k a y S b a r a sil w a t a k a y SS A r a sil w a t u0 k a' y S A k u1 n sil w a s a' kk u1 n sil t A S A rr u0 k a ii0 sil, k a j sˤ b a r a  w a t a k a j sˤ ɑ r a  w a t u k a j sˤ ɑ k o̞ n  w a s a k o̞ n  t ɑ sˤ ɑ r u k a i 
arabic_speech_corpus/wav/ARA NORM  0119.wav,sil l i0 < a h a mm ii0 y a' t i0 h i0 l < i0 s t r aa t ii0 j ii0' y a t i0 l i0' l q U0 w a l E U0' Z m a sil, l i ʔ a h a m i j a t i h i l ʔ i s t r ɑ t i ʒ i j a t i l i l q o̞ w a l ʕ o̞ ðˤ m a 
arabic_speech_corpus/wav/ARA NORM  1281.wav,sil t a ww a w S A' ww a r a sil w a t a ww a' w S A r a sil w a t uu0 w a' w S A sil t A S A ww a uu0 sil, t a w a w sˤ ɑ w a r a  w a t a w a w sˤ ɑ r a  w a t u w a w sˤ ɑ  t ɑ sˤ ɑ w a u 
arabic_speech_corpus/wav/ARA NORM  0494.wav,sil f ii0' H ii0' n i0 < a' kk a d a l < i0 < t i0 l aa' f u0 l w A T A n ii0' y u0 l I0' q U0 w a ^^ a' w r a t i0 w a l m u0 E aa r A' D A t I0 ss uu0 r ii0' y a t i0 sil < a' nn a m aa' j a' r aa g A' y r u0 $ a r E ii0' y i1 n sil, f i ħ i n i ʔ a k a d a l ʔ i ʔ t i l ɑ f u l w ɑ t ɑ n i j u l i q o̞ w a θ a w r a t i w a l m u ʕ ɑ r ɑ dˤ ɑ t i s u r i j a t i  ʔ a n a m ɑ ʒ a r ɑ ɣ ɑ j r u ʃ a r ʕ i j ɪ n 
arabic_speech_corpus/wav/ARA NORM  1516.wav,sil Z A' S b a r a sil w a t A Z A' SS A r a sil w a t U0 Z A' S A Z U1 n sil w a s A' ZZ U1 n sil t A S A' rr U0 Z A sil, ðˤ ɑ sˤ b a r a  w a t ɑ ðˤ ɑ sˤ ɑ r a  w a t o̞ ðˤ ɑ sˤ ɑ ðˤ o̞ n  w a s ɑ ðˤ o̞ n  t ɑ sˤ ɑ r o̞ ðˤ ɑ 
arabic_speech_corpus/wav/ARA NORM  1280.wav,sil t a ww UU0 S A' ww a r a sil w a t a ww UU0' S A r a sil w a t uu0 w UU0' S A sil t A S A' ww uu0 sil, t a w u sˤ ɑ w a r a  w a t a w u sˤ ɑ r a  w a t u w u sˤ ɑ  t ɑ sˤ ɑ w u 
arabic_speech_corpus/wav/ARA NORM  0294.wav,sil w a y u0' E z aa h aa' * aa < i0' l aa j u0' m l a t i1 n m i0' n a l E a w aa' m i0 l i0 dd aa x I0 l ii0' y a t i0 w a l x AA r i0 j ii0' y a t i0 sil, w a j u ʕ z ɑ h ɑ ð ɑ ʔ i l ɑ ʒ u m l a t ɪ n m i n a l ʕ a w ɑ m i l i d ɑ x i l i j a t i w a l x ɑ r i ʒ i j a t i 
arabic_speech_corpus/wav/ARA NORM  0977.wav,sil w a s a t a m t a' dd u0 E a m a l ii0 y aa' t u0 l m a' s H i0 E a' l aa m i0 s aa' H a t i0 sil < a r b a' E a t u0 < aa l aa' f i1 n sil w a' s i0 t i0 m aa' < a t i1 n sil w a ^ n a ii0 E a' $ a r a sil k ii0 l uu0 m i0' t r a n sil m u0 r a' bb a E a n sil w a s a t a t i0' mm u0 f ii0' m i0 n T A' q A t I0 E a m a l ii0 y aa' t i0 l w a' f r a t i0 sil < a l m a w j uu0' d a t i0 D I0' m n a l < a r AA' D II0 l m U0 q A ss a' m a t i0 sil m a' E a ss u0 E uu0 d ii0' y a t i0 sil, w a s a t a m t a d u ʕ a m a l i j ɑ t u l m a s ħ i ʕ a l ɑ m i s ɑ ħ a t i  ʔ a r b a ʕ a t u ʔ ɑ l ɑ f ɪ n  w a s i t i m ɑ ʔ a t ɪ n  w a θ n a i ʕ a ʃ a r a  k i l u m i t r a n  m u r a b a ʕ a n  w a s a t a t i m u f i m i n t ɑ q ɑ t i ʕ a m a l i j ɑ t i l w a f r a t i  ʔ a l m a w ʒ u d a t i dˤ i m n a l ʔ a r ɑ dˤ ɪ l m o̞ q ɑ s a m a t i  m a ʕ a s u ʕ u d i j a t i 
arabic_speech_corpus/wav/ARA NORM  1492.wav,sil $ a w S b a r a sil w a t a $ a w SS A r a sil w a t u0 $ a' w S A $ u1 n sil w a s a' $$ u1 n sil t A S A rr u0 $ a uu0 sil, ʃ a w sˤ b a r a  w a t a ʃ a w sˤ ɑ r a  w a t u ʃ a w sˤ ɑ ʃ o̞ n  w a s a ʃ o̞ n  t ɑ sˤ ɑ r u ʃ a u 
arabic_speech_corpus/wav/ARA NORM  1741.wav,sil f uu0' s b a r a sil w a t a f uu0' ss a r a sil w a t i0 f UU0 S uu0' f i1 n sil w a s a' ff i1 n sil t a s a' rr u0 f u0 sil, f u s b a r a  w a t a f u s a r a  w a t i f u sˤ u f ɪ n  w a s a f ɪ n  t a s a r u f u 
arabic_speech_corpus/wav/ARA NORM  1106.wav,sil t a tt A S A' ww a r a sil w a t a tt A' S A r a sil w a t u0' tt A S A sil t A S A' tt a sil, t a t ɑ sˤ ɑ w a r a  w a t a t ɑ sˤ ɑ r a  w a t u t ɑ sˤ ɑ  t ɑ sˤ ɑ t a 
arabic_speech_corpus/wav/ARA NORM  1122.wav,sil t a jj a w S A' ww a r a sil w a t a jj a' w S A r a sil w a t u0 jj a' w S A sil t A S A jj a uu0 sil, t a ʒ a w sˤ ɑ w a r a  w a t a ʒ a w sˤ ɑ r a  w a t u ʒ a w sˤ ɑ  t ɑ sˤ ɑ ʒ a u 
arabic_speech_corpus/wav/ARA NORM  1747.wav,sil q I0' s b a r a sil w a t A q I0' ss a r a sil w a t I0 q I0 S UU0' q I1 n sil w a s A' qq I1 n sil t a s a' rr U0 q I0 sil, q i s b a r a  w a t ɑ q i s a r a  w a t i q i sˤ u q ɪ n  w a s ɑ q ɪ n  t a s a r o̞ q i 
arabic_speech_corpus/wav/ARA NORM  1395.wav,sil t a ww ii0 s a' ww a r a sil w a t a ww ii0' s a r a sil w a t uu0 w ii0' s a sil t a s i0' ww ii0 sil, t a w i s a w a r a  w a t a w i s a r a  w a t u w i s a  t a s i w i 
arabic_speech_corpus/wav/ARA NORM  1152.wav,sil t a rr A S A' ww a r a sil w a t a rr A' S A r a sil w a t u0' rr A S A sil t A S A' rr a sil, t a r ɑ sˤ ɑ w a r a  w a t a r ɑ sˤ ɑ r a  w a t u r ɑ sˤ ɑ  t ɑ sˤ ɑ r a 
arabic_speech_corpus/wav/ARA NORM  1528.wav,sil g AA' S b a r a sil w a t a g AA' SS A r a sil w a t u0 g AA' S A g U1 n sil w a s a' gg U1 n sil t A S A' rr u0 g A sil, ɣ ɑ sˤ b a r a  w a t a ɣ ɑ sˤ ɑ r a  w a t u ɣ ɑ sˤ ɑ ɣ o̞ n  w a s a ɣ o̞ n  t ɑ sˤ ɑ r u ɣ ɑ 
arabic_speech_corpus/wav/ARA NORM  0416.wav,sil t a' s E a ss u0 E uu0 d ii0' y a t u0 < i0' l aa t a H q II0' q I0 T A' f r a t i1 n f ii0' m u0 s t A' q b a l i0 rr i0 E aa' y a t i0 SS I0 HH ii0' y a t i0 sil b i0 l m a m l a' k a t i0 m i0' n x I0 l aa' l i0 m a $ r uu0' E i1 n sil j a d ii0' d i1 n l i0 r a' s m i0 x A r aa' < I0 T I0 l j ii0 n uu0' m i0 < a l b a $ a r ii0' y i0 sil y a s t a m i0' rr u0 x A' m s a s a n a w aa' t i1 n l i0 t a k w ii0' n i0 q AA E i0' d a t i0 b a y aa n aa' t i1 n sil l i0 l H i0' m D I0 nn a w a w ii0' y i0 l i0 y a s t a x d i0' m a h a l E u0 l a m aa' < u0 f ii0' m u0 x t a' l a f i0 l < a g r AA' D I0 sil, t a s ʕ a s u ʕ u d i j a t u ʔ i l ɑ t a ħ q ɪ q i t ɑ f r a t ɪ n f i m u s t ɑ q b a l i r i ʕ ɑ j a t i sˤ i ħ i j a t i  b i l m a m l a k a t i m i n x i l ɑ l i m a ʃ r u ʕ ɪ n  ʒ a d i d ɪ n l i r a s m i x ɑ r ɑ ʔ i t i l ʒ i n u m i ʔ a l b a ʃ a r i j i  j a s t a m i r u x ɑ m s a s a n a w ɑ t ɪ n l i t a k w i n i q ɑ ʕ i d a t i b a j ɑ n ɑ t ɪ n  l i l ħ i m dˤ i n a w a w i j i l i j a s t a x d i m a h a l ʕ u l a m ɑ ʔ u f i m u x t a l a f i l ʔ a ɣ r ɑ dˤ i 
arabic_speech_corpus/wav/ARA NORM  0062.wav,sil w a E aa' $ a q A' b l a x A' m s a t i1 n w a t i0 s E ii0' n a m i0 l y uu1' n a s a' n a t i1 n x I0 l aa' l a < a w aa' x I0 r i0 l E A' S r i0 TT A b aa $ ii0' r ii0 sil, w a ʕ ɑ ʃ a q ɑ b l a x ɑ m s a t ɪ n w a t i s ʕ i n a m i l j o̞ n a s a n a t ɪ n x i l ɑ l a ʔ a w ɑ x i r i l ʕ ɑ sˤ r i t ɑ b ɑ ʃ i r i 
arabic_speech_corpus/wav/ARA NORM  0843.wav,sil < a y S b a r a sil w a t a < a y SS A r a sil w a t u0 < a' y S A < u1 n sil w a s a' << u1 n sil t A S A rr u0 < a ii0 sil, ʔ a j sˤ b a r a  w a t a ʔ a j sˤ ɑ r a  w a t u ʔ a j sˤ ɑ ʔ o̞ n  w a s a ʔ o̞ n  t ɑ sˤ ɑ r u ʔ a i 
arabic_speech_corpus/wav/ARA NORM  0594.wav,sil x AA' l i1 d l H a s a n sil < a l E U0' D w u0 f ii0' g U0' r f a t i0 tt i0 j aa' r a t i0 l m I0 S r ii0' y a t i0 y A q UU0' l u0 < i0' nn a h u0 sil y u0' m k i0 n u0 t A q s ii0' m u0 x A s aa' < i0 r i0 l < i0 s t i0 ^ m aa r aa' t i0 l x A l ii0 j ii0' y a t i0 f ii0' m I0' S r a < i0' l aa ^ a l aa' ^ a t i0 < a n w aa' E i1 n sil, x ɑ l ɪ d l ħ a s a n  ʔ a l ʕ o̞ dˤ w u f i ɣ o̞ r f a t i t i ʒ ɑ r a t i l m i sˤ r i j a t i j ɑ q u l u ʔ i n a h u  j u m k i n u t ɑ q s i m u x ɑ s ɑ ʔ i r i l ʔ i s t i θ m ɑ r ɑ t i l x ɑ l i ʒ i j a t i f i m i sˤ r a ʔ i l ɑ θ a l ɑ θ a t i ʔ a n w ɑ ʕ ɪ n 
arabic_speech_corpus/wav/ARA NORM  0718.wav,sil t a ss AA S A' ww a r a sil w a t a ss AA' S A r a sil w a t u0 ss AA' S A sil t A S A' ss a sil, t a s ɑ sˤ ɑ w a r a  w a t a s ɑ sˤ ɑ r a  w a t u s ɑ sˤ ɑ  t ɑ sˤ ɑ s a 
arabic_speech_corpus/wav/ARA NORM  0523.wav,sil w a b aa' t a l H a' j z u0 l m u0' s b A q U0 sil < i0 l z aa m ii0' y a n l i0 t a < m ii0' n i0 k u0 r s ii0' y i1 n f i0 l m A' q h a sil, w a b ɑ t a l ħ a ʒ z u l m u s b ɑ q o̞  ʔ i l z ɑ m i j a n l i t a ʔ m i n i k u r s i j ɪ n f i l m ɑ q h a 
arabic_speech_corpus/wav/ARA NORM  0557.wav,sil w a b a' d a < a t r i0' H l a t a tt a m ^ ii0' l i0 f i0 ss ii0' n a m aa f i0 w A' q t i1 n m u0 b a' kk i0 r i1 n sil H ii0' n a $ t a' r a k a t b i0 d a' w r i1 n q A S II0' r i1 n sil f ii0' f ii0' l m sil y a' w m s a E ii0' d sil < a' ll a * i0 q AA' m a b i0 b U0 T UU0 l a' t i0 h i0 sil < a l m U0' T r i0 b u0 m u0 H a' mm a d E a' b d u0 l w a hh aa' b i0 sil E aa' m a < a' l f i1 n w a t i0' s E u0 m i0' < a t i1 n w a < a r b a E ii0' n sil, w a b a d a ʔ a t r i ħ l a t a t a m θ i l i f i s i n a m ɑ f i w ɑ q t ɪ n m u b a k i r ɪ n  ħ i n a ʃ t a r a k a t b i d a w r ɪ n q ɑ sˤ ɪ r ɪ n  f i f i l m  j a w m s a ʕ i d  ʔ a l a ð i q ɑ m a b i b o̞ t u l a t i h i  ʔ a l m o̞ t r i b u m u ħ a m a d ʕ a b d u l w a h ɑ b i  ʕ ɑ m a ʔ a l f ɪ n w a t i s ʕ u m i ʔ a t ɪ n w a ʔ a r b a ʕ i n 
arabic_speech_corpus/wav/ARA NORM  1168.wav,sil t a ss UU0 S A' ww a r a sil w a t a ss UU0' S A r a sil w a t u0 ss UU0' S A sil t A S A' ss uu0 sil, t a s u sˤ ɑ w a r a  w a t a s u sˤ ɑ r a  w a t u s u sˤ ɑ  t ɑ sˤ ɑ s u 
arabic_speech_corpus/wav/ARA NORM  1390.wav,sil t a ww u0 s a' ww a r a sil w a t a ww u0' s a r a sil w a t uu0' w u0 s a sil t a s i0' ww u0 sil, t a w u s a w a r a  w a t a w u s a r a  w a t u w u s a  t a s i w u 
arabic_speech_corpus/wav/ARA NORM  1267.wav,sil t a nn II0 S A' ww a r a sil w a t a nn II0' S A r a sil w a t u0 nn II0' S A sil t A S A' nn ii0 sil, t a n ɪ sˤ ɑ w a r a  w a t a n ɪ sˤ ɑ r a  w a t u n ɪ sˤ ɑ  t ɑ sˤ ɑ n i 
arabic_speech_corpus/wav/ARA NORM  1017.wav,sil w a t a $ j ii0' E i0 TT I0' f l i0 E a' l aa m u0 m aa r a' s a t i0 l < a n $ I0' T A t I0 l b a d a n ii0' y a t i0 sil < a l m u0 x t a l i0' f a t i0 sil, w a t a ʃ ʒ i ʕ i t i f l i ʕ a l ɑ m u m ɑ r a s a t i l ʔ a n ʃ i t ɑ t i l b a d a n i j a t i  ʔ a l m u x t a l i f a t i 
arabic_speech_corpus/wav/ARA NORM  0847.wav,sil j A' S b a r a sil w a t a j A' SS A r a sil w a t u0 j A' S A j u1 n sil w a s a' jj u1 n sil t A S A' rr u0 j a sil, ʒ ɑ sˤ b a r a  w a t a ʒ ɑ sˤ ɑ r a  w a t u ʒ ɑ sˤ ɑ ʒ o̞ n  w a s a ʒ o̞ n  t ɑ sˤ ɑ r u ʒ a 
arabic_speech_corpus/wav/ARA NORM  0065.wav,sil y u0 E aa' l i0 j u0 m aa' k a rr a s a' t h u0 d i0 k t aa t uu1 r ii0' y a t u0 nn U0' Z U0 m i0 l E a r a b ii0' y a t i0 E a' l aa m a d aa' r i0 l E U0 q UU0' d i0 l m AA D I0' y a t i0 sil, j u ʕ ɑ l i ʒ u m ɑ k a r a s a t h u d i k t ɑ t o̞ r i j a t u n o̞ ðˤ o̞ m i l ʕ a r a b i j a t i ʕ a l ɑ m a d ɑ r i l ʕ o̞ q u d i l m ɑ dˤ i j a t i 
arabic_speech_corpus/wav/ARA NORM  0310.wav,sil w a k aa' n a t h u0 n aa' k a m u0 $ aa r a' k a t u1 n b aa r i0' z a t u1 n sil m i0' n m u0 x t a' l i0 f i0 d u0' w a l i0 < uu0 r uu0' bb a sil, w a k ɑ n a t h u n ɑ k a m u ʃ ɑ r a k a t o̞ n b ɑ r i z a t o̞ n  m i n m u x t a l i f i d u w a l i ʔ u r u b a 
arabic_speech_corpus/wav/ARA NORM  0572.wav,sil w a < a r f A' q A t i0 nn A q AA' b a t u0 m a' E a rr a s aa' < i0 l i0 SS AA d i0' r a t i0 < i0' l a q AA' d a t i0 dd u0' w a l i0 sil, w a ʔ a r f ɑ q ɑ t i n ɑ q ɑ b a t u m a ʕ a r a s ɑ ʔ i l i sˤ ɑ d i r a t i ʔ i l a q ɑ d a t i d u w a l i 
arabic_speech_corpus/wav/ARA NORM  0304.wav,sil w a < a' w D A H a b a k uu0' r ii0 < a' nn a l m a $ aa r ii0' E a TT A m uu0' H a t a ll a t i0 t a' r m ii0 sil < i0' l aa < i0 n t aa' j i0 < a l f a yy m ii0 g AA w aa' t i1 n m i0' n a TT AA' q A t I0 $$ a m s ii0' y a t i0 sil b i0 H u0 l uu0' l i0 E aa' m i0 < a l f a' y n i0 w a E i0 $ r ii0' n sil t a t A q A' dd a m u0 b I0 T A r ii0' q A t I1 n m u0 r D I0' y a t i1 n sil, w a ʔ a w dˤ ɑ ħ a b a k u r i ʔ a n a l m a ʃ ɑ r i ʕ a t ɑ m u ħ a t a l a t i t a r m i  ʔ i l ɑ ʔ i n t ɑ ʒ i ʔ a l f a j m i ɣ ɑ w ɑ t ɪ n m i n a t ɑ q ɑ t i ʃ a m s i j a t i  b i ħ u l u l i ʕ ɑ m i ʔ a l f a j n i w a ʕ i ʃ r i n  t a t ɑ q ɑ d a m u b i t ɑ r i q ɑ t ɪ n m u r dˤ i j a t ɪ n 
arabic_speech_corpus/wav/ARA NORM  1107.wav,sil t a tt U0 S A' ww a r a sil w a t a tt U0' S A r a sil w a t u0' tt U0 S A sil t A S A' tt u0 sil, t a t o̞ sˤ ɑ w a r a  w a t a t o̞ sˤ ɑ r a  w a t u t o̞ sˤ ɑ  t ɑ sˤ ɑ t u 
arabic_speech_corpus/wav/ARA NORM  1090.wav,sil w a < a' E l a n a t < a l H u0 k uu0' m a t u0 H aa' l a t a tt a < a' hh u0 b i0 w a' s A T A t a w A qq U0 E aa' t i1 n sil b i0 s U0 q UU0' T I0 m a z ii0' d i1 n m i0' n a ^^ u0 l uu0' j i0 sil, w a ʔ a ʕ l a n a t ʔ a l ħ u k u m a t u ħ ɑ l a t a t a ʔ a h u b i w a s ɑ t ɑ t a w ɑ q o̞ ʕ ɑ t ɪ n  b i s o̞ q u t i m a z i d ɪ n m i n a θ u l u ʒ i 
arabic_speech_corpus/wav/ARA NORM  0621.wav,sil f a < i0' nn a t a d a' f U0 q A nn i0 s aa' < i0 < i0' l aa s uu0' q I0 l E a' m a l i0 s a y u0 s aa' h i0 m u0 f ii0' r a' f E i0 m u0' s t a w aa m a E ii0' $ a t i0 < u0 s a r i0 h i0' nn a sil w a t a H s ii0' n i0 nn I0 Z AA' m i0 tt a E l ii0 m ii0' y i0 w a t a w s ii0' E i0 f u0' r A S I0 l E a' m a l i0 ll a t ii0 sil y u0' m k i0 n u0 < i0 t aa H a' t u0 h aa l i0 < A T f aa l i0 h i0' nn a sil, f a ʔ i n a t a d a f o̞ q ɑ n i s ɑ ʔ i ʔ i l ɑ s u q i l ʕ a m a l i s a j u s ɑ h i m u f i r a f ʕ i m u s t a w ɑ m a ʕ i ʃ a t i ʔ u s a r i h i n a  w a t a ħ s i n i n i ðˤ ɑ m i t a ʕ l i m i j i w a t a w s i ʕ i f u r ɑ sˤ i l ʕ a m a l i l a t i  j u m k i n u ʔ i t ɑ ħ a t u h ɑ l i ʔ ɑ t f ɑ l i h i n a 
arabic_speech_corpus/wav/ARA NORM  1034.wav,sil w a l m a' E n a l H A q II0 q II0' y i0 l i0 l E a' y $ i0 f ii0' E aa' l a m i1 n y a t A S AA' r a E u0 f ii0' h i0 $$ a' rr u0 w a l x A' y r u0 sil, w a l m a ʕ n a l ħ ɑ q ɪ q ɪ j i l i l ʕ a j ʃ i f i ʕ ɑ l a m ɪ n j a t ɑ sˤ ɑ r a ʕ u f i h i ʃ a r u w a l x ɑ j r u 
arabic_speech_corpus/wav/ARA NORM  0624.wav,sil w a t U0 D II0' f u0 ss a yy i0' d a t u0 k r aa t uu0 x f ii0' l < a' nn a dd u0' w a l a l E a r a b ii0' y a t a m u0 h t a' mm a t u1 n j i0 d a' a' n b i0 t A T w ii0' r i0 sil q t I0 S AA d aa' t i1 n H a d ii0' ^ a t i1 n t a E t a' m i0 d u0 E a' l aa n a t aa' < i0 j i0 l E u0 l uu0' m i0 sil, w a t o̞ dˤ ɪ f u s a j i d a t u k r ɑ t u x f i l ʔ a n a d u w a l a l ʕ a r a b i j a t a m u h t a m a t o̞ n ʒ i d a a n b i t ɑ t w i r i  q t i sˤ ɑ d ɑ t ɪ n ħ a d i θ a t ɪ n t a ʕ t a m i d u ʕ a l ɑ n a t ɑ ʔ i ʒ i l ʕ u l u m i 
arabic_speech_corpus/wav/ARA NORM  1410.wav,sil b AA' S b a r a sil w a t a b AA' SS A r a sil w a t u0 b AA' S A b u1 n sil w a s a' bb u1 n sil t A S A' rr u0 b a sil, b ɑ sˤ b a r a  w a t a b ɑ sˤ ɑ r a  w a t u b ɑ sˤ ɑ b o̞ n  w a s a b o̞ n  t ɑ sˤ ɑ r u b a 
arabic_speech_corpus/wav/ARA NORM  1030.wav,sil w a t u0 E a' dd u0 h aa' * i0 h i0 < a' ww a l a m a d r a' s a t i1 n l i0 l m uu0 s ii0' q A l E a r a b ii0' y a t i0 f ii0' < uu0 r uu0' bb a sil, w a t u ʕ a d u h ɑ ð i h i ʔ a w a l a m a d r a s a t ɪ n l i l m u s i q ɑ l ʕ a r a b i j a t i f i ʔ u r u b a 
arabic_speech_corpus/wav/ARA NORM  1563.wav,sil l a y S b a r a sil w a t a l a y SS A r a sil w a t u0 l a' y S A l u1 n sil w a s a' ll u1 n sil t A S A rr u0 l a ii0 sil, l a j sˤ b a r a  w a t a l a j sˤ ɑ r a  w a t u l a j sˤ ɑ l o̞ n  w a s a l o̞ n  t ɑ sˤ ɑ r u l a i 
arabic_speech_corpus/wav/ARA NORM  0739.wav,sil t a bb ii0 s a' ww a r a sil w a t a bb ii0' s a r a sil w a t u0 bb ii0' s a sil t a s i0' bb ii0 sil, t a b i s a w a r a  w a t a b i s a r a  w a t u b i s a  t a s i b i 
arabic_speech_corpus/wav/ARA NORM  1026.wav,sil < i0 n t a' $ a r a t f i0 l < aa w i0' n a t i0 l < a x II0' r a t i0 m a r aa' k i0 z u0 TT I0' bb i0 $$ a E b ii0' y i0 sil < a' w i0 TT I0' bb i0 l b a d ii0' l i0 sil, ʔ i n t a ʃ a r a t f i l ʔ ɑ w i n a t i l ʔ a x ɪ r a t i m a r ɑ k i z u t i b i ʃ a ʕ b i j i  ʔ a w i t i b i l b a d i l i 
arabic_speech_corpus/wav/ARA NORM  0686.wav,sil h i0 w aa' y a t u1 n t a H a' ww a l a t < i0' l aa m i0' h n a t i1 n b i0 nn i0' s b a t i0 l i0 l E a d ii0' d i0 m i0' n E u0 $$ AA' q I0 h aa' * i0 h i0 TT U0 y uu0' r i0 l j a m ii0' l a t i0 sil, h i w ɑ j a t o̞ n t a ħ a w a l a t ʔ i l ɑ m i h n a t ɪ n b i n i s b a t i l i l ʕ a d i d i m i n ʕ u ʃ ɑ q i h ɑ ð i h i t o̞ j u r i l ʒ a m i l a t i 
arabic_speech_corpus/wav/ARA NORM  0365.wav,sil < a' kk a d a rr a < ii0' s u0 tt u0 r k ii0' y u0 r a' j a b sil T A' yy i1 b sil < a r d uu0 g AA' n sil < a' nn a l m u0 s l i0 m ii0' n a h u0' m < a ll a * ii0' n a k t a' $ a f uu0 sil < a l q AA' rr a t a l < a m i0 r i0 k ii0' y a t a sil f i0 l q A' r n i0 ^^ aa' n ii0 E a' $ a r sil, ʔ a k a d a r a ʔ i s u t u r k i j u r a ʒ a b  t ɑ j ɪ b  ʔ a r d u ɣ ɑ n  ʔ a n a l m u s l i m i n a h u m ʔ a l a ð i n a k t a ʃ a f u  ʔ a l q ɑ r a t a l ʔ a m i r i k i j a t a  f i l q ɑ r n i θ ɑ n i ʕ a ʃ a r 
